Review,sentiment
nice product but installation process takes about 10 days,positive
please dont buy any hindware product service is very bad,negative
satisfied product,positive
nice,positive
worst response frm the hindware companyno one will come for installationplz never buy the hindware company productsjust thy were passing the timeworst cmpny worst response,negative
i bought this product on 1 month back but installation was not done yet disappointed a lot,positive
product is good but service for installation is not good ,positive
display problem after 2 daysfan speed is very lowwasted productdont buy hindware chimny,negative
good product and nice service,positive
after 11 months chimney stopped workingvery bad after sale service in city like banglorebuy it if you can wait for months for rectifying issues with the product i am not buying any hindware product in future 5 star so the review is read by other buyersthanks for reading,negative
product quality is good working fine no issue i had a doubt between faber and hindware but later i choose hindware ripple based on price and others feedback believe me this piece has less sound and sensor works very good only thing is additional 700 for installation and 1200 for aluminium ducting pipe charged by service provider about installation its really appreciable as the same done on the day of delivery,positive
it was a great productit delivered before time and the installation guys are very gentle and install it very well,positive
amazing product,positive
just amazingthe best chimney in this rangenice suction powergood lookfilter less and auto cleanif anyone want to buy a chimney surely for thisandabout installationno need for technicianjust drill 3 holes and then hang the chimneycan do it by own,positive
excellent productsave money,positive
very worst instalation service plz dont go through this item,negative
good suction and value for moneybest for price i brought it for just 10000 by applying offer value for money,positive
so far so good,positive
its ok but it creates a sound after it is switched off its the sound of fan that stops,negative
product is good but installation not satisfactory service team didnt brought duct pipe with theminstallation still incomplete after one week and i couldnt use the producti have to arrange and install the pipe on my own contacting fliplkart for help didnt worked,positive
good performance,positive
this is a very good product i am pleased with this product,positive
product is good but installation should be freeand guide by company person abt installation is not satisfied,negative
installation engineer was very good thank you mohammed roushan,positive
best product thanks flipkart,positive
chimney fan stopped just after 3 months seems bad quality product 590 is installation cost 1650 extra for 15 feet aluminium pipe,negative
must recommend nice product at an affordable price,positive
product is very good and easy to use,positive
received before delivery timenot used yet its looks coolfeatures are awesomewill give u review after useallover goodflipcart sent me message about installation they charge 700installed within 2 days after delivery used after installation its working wellnot too much noise better than others allover very good,positive
worst product and worst service dont buy,negative
very bad product very bad service dont buy it,negative
hindware products useless,negative
good 5,positive
upgraded model,positive
excellent product thank you so much flipkart ,positive
very nice product for the worth but they have provided plastic pipe instead of aluminium pipe next the flipkart is not sending their flipkart installation persons and they are engaged local mechanics who are working in local as electricians as well as plumbers except that everything is fine thanks for the flipkart,positive
very nice,positive
great product,positive
good,positive
nice product but installation process very bed,positive
pathetic product from day 1 its stopped working post sales service is pathetic its been a year not even a single day i used this product raised so many complaints please dont go for it,negative
the installation team was so rude garrulous and cunning they were try to sell their pipe in very rude waythen we called the c care numberthey solved the issuethough the time installed the chimney very badlyquite disappointed but the chimney is money worthy,positive
its used very rarely to make breakfast of my kid the guesture mode has stopped working,negative
product was good,positive
too bad,negative
good quality products ,positive
product qualityis very good company is very helpful regarding installation as well as free services,positive
excellent product and deliveryworks fine still no problem,positive
nise,positive
good,positive
 best at this price,positive
very nice ,positive
nice,positive
noisy chimney overall not so bad,positive
very nice product,positive
nice,positive
i m happy ,positive
very nice to use i loved it less noice n good quality,positive
good work ,positive
excellent,positive
very good chimneydelivery was on time but the installation has not done by flipkart because the installation pincode did not meet the criteria of flipkartoverall the chimney is working goodone thing that i want to share about the weak point of this product is that it has little bit more noise when we run it on high speedotherwise product is very good,positive
nice 55 awesome,positive
awesome,positive
love it,positive
good product and service too,positive
good suction power noice also low,positive
nice product good quality,positive
pathetic product from day 1 its stopped working post sales service is pathetic its been a year not even a single day i used this product raised so many complaints please dont go for it,negative
value for money installation dont go well had to arrange for a local installation,positive
nice good suction bit noisy ,positive
good performance sleek designonly down side is that it starts at max speed would have been better if it could be adjusted to start at 1st speed mode,positive
excellent working,positive
nice products,positive
nice,positive
a bit noisy,negative
not satisfied,negative
too bad,negative
must buy nice product,positive
nice,positive
good products,positive
good,positive
worst product,negative
very nice product for the worth but they have provided plastic pipe instead of aluminium pipe next the flipkart is not sending their flipkart installation persons and they are engaged local mechanics who are working in local as electricians as well as plumbers except that everything is fine thanks for the flipkart,positive
best product thanks flipkart,positive
very nice,positive
great chimney but bad delivery experience with flipkart,negative
worst product and worst service dont buy,negative
very nice product and value for money,positive
its really awesome i got this product for 10k on big billion days in flipkart its really worth the money for 90cm chimney,positive
at that price segment this chymene was good and worthy off,positive
looking very nice and performance is very goodim happy to purchase the samedelivery of flipcart is also good like previousdemo and fitted by mrbijoy biswas who is a very gentle man im very satisfied by his work and good behaviour,positive
i love it this product and sensors and auto cleaning function will be excellent and work condition very goodamazing product thanks to flipkart,positive
good product,positive
excellent,positive
nice product,positive
good,positive
the product is very very very righteous very nice product we are very grad to have this product we all love it must order,positive
exlent terrific purchase,positive
its my pleasure that i have with flipkart plus thanks for delivered and installation,positive
useful atumn,positive
good,positive
appears to be a good budget chimney bit noisy have got installed it today hindware technician was good and installed it well the cost of installation making hole in the wall and half length aluminum pipe costed inr 2000 in addition,positive
excellent product blindly go for it,positive
not so good looking good but performance not equivalent like others company so after 4month i give 2star for chimney performance,negative
very good,positive
nice product,positive
very nice product,positive
good qwality,positive
good chimney,positive
suprb product must buy,positive
nice product,positive
product is good but installation fees and installation is not good,positive
good product but digit ligth problem,negative
budget purchase,positive
i like this product thnk u flipkart to give me this lovely useful product ,positive
good,positive
very nice product and looks good,positive
noise level is high suction is just okay duct pipe quality is very bad,negative
worst product,negative
perfect product no problem in any case,negative
appears to be a good budget chimney bit noisy have got installed it today hindware technician was good and installed it well the cost of installation making hole in the wall and half length aluminum pipe costed inr 2000 in addition,positive
vwrry disappointed,negative
nice product,positive
nice product i am happy with this product,positive
excellent product installation is very good happy to buy this product,positive
good ,positive
not good working good minimum 10 days then automatically turns off while working,negative
i give only 3 star becoz its made in china overall chimney is very good in 10k range,positive
so bad returns policy for electronic items flipkart needs to change the returns policy of electronic items so worst experience i have about return policy if some times electronic items not feet in size then at time return policy failed to returns the electronic items,negative
dont buy this chimney because after one month there is problem in display i ordered 90cm chimmey at the end august now september there is problem in display even the customer service is very bad please dont buy,negative
best chimney in this price range,positive
good,positive
awesome and nice product value for money,positive
very good product thanks flipkart thanks who install it,positive
great one impressive servi6,positive
good product sensor good,positive
good product,positive
install is very good and product nice,positive
this product is very bad and customer service of hindware is very baddo not purchase,negative
nice product,positive
nice product,positive
nice product,positive
amazing product,positive
don,positive
good,positive
wowwwww,positive
nice,positive
awesome product all things are amazing,positive
very good,positive
very good product,positive
i am satisfied with hindware,positive
good one,positive
very good product nd i m happy with your service,positive
v good,positive
good product,positive
all options working good,positive
superb quality akdam zabardast iam happy ,positive
good product,positive
its working good,positive
its noisy however other features are good,positive
awesome just go for it,positive
very good,positive
not that good,negative
good,positive
good awesome,positive
good,positive
superb quality just go for it,positive
very nice product,positive
very poor chimney vibrate so much i wanted to replace,negative
good product,positive
love it,positive
one of the worst service ever i received the product on 30 september but it is still not installed hindware worst service and they wont talk in english also we should know their language,negative
good product,positive
good product,positive
good,positive
worthy to money,positive
nice product ,positive
very bad productoil dropped another place oil is not store in plate,negative
v good product,positive
nice work good performance easy to use,positive
beautiful product having good performance till now looks is very elegant,positive
value for money products is very good,positive
good ,positive
good,positive
good,positive
good product,positive
nice one,positive
good,positive
good,positive
nice product with hustle free installation and usage,positive
excellent,positive
excellent,positive
awesomemotion sensor is best,positive
excellent service hindware provides best servicechimney looks very nice,positive
good product and service too,positive
good product but the instructions process is late by the hindware company,positive
nice product motion sensor is very goodbut i think the suction could have been a little better,positive
product and service is good and the installation is perfect,positive
verry bad,negative
very good,positive
nice product must buy,positive
very good product,positive
it is good product,positive
very nice,positive
great productspecially the motion sensor made it more special,positive
very nice product go for it,positive
product is very niceit is functioning very wellit is worthy as price money,positive
very good product very easy to use great purchase,positive
fantastic product,positive
good stuff,positive
woownice one,positive
good suction power noice also low,positive
very nice product but noice level is higher than expected,positive
good working,positive
nice,positive
excellent,positive
good,positive
worth buying installation process was completed within 4 days satisfied with company services and product,positive
nice product must buy it,positive
good product,positive
very good,positive
like it,positive
best but instalation charge is high,positive
good,positive
nice product good quality,positive
just installed and used it for 2 days well and good but too noisy installation amount is bit pricy,positive
noise level is high,negative
i dont like,negative
the product is so nice,positive
using for last 7 days facing no issues noise level like a table fansensors are goodif you have two burners or glass top burner always choose 90 cm and 1200 suction powerthere are no free service at allthe installation has been done nxt day of deliverythere is no isue to use plastic pipe which was given in the mountonly one thing is annoying that it took only 10 min to install the whole system and even if you a driil machine any one cann install itbut they charge 700 for that,negative
nice worth it ,positive
worst experience with this productpls dont buy from second day onwards getting troublei am attaching picsplease better to go for other brand,negative
nice,positive
excellent happy with product quantity,positive
very good chimney working good medium noise level and suction is good motion sensor is good look wise premium,positive
working fine,positive
chimney ripple 90 auto clean was delivered on time n installed next day without any problem mechanic was good n explained nicely nicely managed by flipkart though it is too early chimney is observed to giving buzzing sound ie sound more than expected co has not mentionied db level in specification so one must check it before purchase,positive
nice products,positive
nice,positive
superb chimney i bought it 11k on bbdand i request to all all the customers who buy online product plz writes it cost that in how many rupees they have bought the product bcz it will help to other customers in purchasing the product in less amount,positive
super and very good performance,positive
good nice product,positive
great product,positive
i like it,positive
nice,positive
best chimney for this price and power is very good ,positive
supar excilent,positive
good,positive
excellent working,positive
product is superb as well as quality too ,positive
good product,positive
chimney is good condition super offer thanks for flipkart,positive
good experience i am impressed thanks flipkart for this,positive
good product,positive
thank you flipkart for this wonderful prodect,positive
nice product ideal for everyday use electricity consumption is also less compared other chimneys,positive
nice product working good,positive
very good,positive
better product,positive
design and working are pretty nice all over good product is good and value for money,positive
product is good delivered before scheduled date next day it got installed,positive
good,positive
good,positive
very good product,positive
superb,positive
flipkart providing very bad servicethe product got burnafter that they call me 45 time after that no one is visiting for replacement or repair and solved the issue by their ownvery bad experience,negative
delivery and installation was on time and we are happy with the product both the persons delivery and installation guys were good in nature ,positive
giving review after 8month of purchase purchased on jan 2022 product is awesome service also good,positive
very smooth delivery and installation amazing product and produces less noise,positive
at that price segment this chymene was good and worthy off,positive
good,positive
good product,positive
good,positive
good,positive
i love it this product and sensors and auto cleaning function will be excellent and work condition very goodamazing product thanks to flipkart,positive
very good,positive
item is v good but delivery is late,positive
absolutely superb in this budget,positive
as promised the chimney was delivered on time installation also completed in time yet to start using the product as other work going on in the kitchen but compared to the exhaust fan i was using till now i would say the noise level is on the higher side maybe a costly chimney would come with lesser noise dont know happy with the product as of now will update as time goes on,negative
my wife very impressed in this product,positive
good product,positive
on time delivery still box not removed installation to be done after that performs to be checked then feedback to be given overall ok,positive
very nice product,positive
working perfectly installation agent is well behaved and polite,positive
nice product must buy,positive
nice product,positive
outstanding product,positive
best purchasevalue for moneybest customer service,positive
very nice product,positive
best chimney,positive
very very good product,positive
good prodc,positive
good build does the work,positive
good,positive
good,positive
good,positive
nice prodect,positive
awesome looks amazing and works so well so far so good,positive
the product is very very very righteous very nice product we are very grad to have this product we all love it must order,positive
nice product,positive
good,positive
very nice ,positive
all is well,positive
very nice ,positive
overall product is good but price is high as compared to other companies at least they should provide aluminium pipe with it ,positive
the quality is too good,positive
its looking good,positive
good machine go for it ,positive
good product,positive
good product in this range,positive
good quality and excellent product,positive
well well well best in market i must say customer service is also very good,positive
so good product,positive
awesome product,positive
best in market,positive
nice product and performance is very goodi am happy to purchase this chimney,positive
super product,positive
nice products,positive
very good product worth the value thank u,positive
value for money,positive
very good,positive
nyc product use full for 3 burner gas installation process is easily done thank you,positive
looks greatafter 3monthsworks great as welltempering fried fishno smell escapes the kitchen now,positive
awesome one ,positive
best product,positive
very good chimney,positive
okay good product,positive
rupaesh mistry good job,positive
good qualiti,positive
v v good,positive
good,positive
its my pleasure that i have with flipkart plus thanks for delivered and installation,positive
nice excellent ptoduct,positive
useful atumn,positive
good product,positive
good,positive
best quality product,positive
not good,negative
good for kitchen,positive
good but it makes noise thats irritating ,negative
dont buy this chimney its complete waste of money it has much low suction power,negative
dont buy any hindware products service is very horrible,negative
a good product very nice go for it,positive
very good delivery but worst installation mannarno pipe in packing box 1 length from chemney to out going walli purched the pipe no body can help me to fit it,negative
great product best featuresgo through it,positive
awesome chimneysensor is coolhappy with the product,positive
very good product,positive
good but pipe r so bad quality,negative
not so good looking good but performance not equivalent like others company so after 4month i give 2star for chimney performance,negative
good product,positive
very good product less noise and installation guy was good,positive
excellent,positive
beat,positive
its good,positive
good,positive
well product,positive
very good,positive
best chimney for domestic use,positive
very good product,positive
really good only clip for the pipe is missed i have installed myself compared to market the price is low,positive
good reliable,positive
very nice ,positive
good product ,positive
please dont buy this product from flipkart because when their mechanic comes for installation and demo he charges extra money than what is mentioned on site secondly the exhaust pipe fitted above the chimney has come off its socket within one month of installation,negative
all ok but sound is maximum and need to sale including installation,positive
just issue with the installation price amd hindware customer service team cause flipkart says 700 as installation price and customer care says 55018 gst so its bit confusing with the installation price rest product is till now good and is recommended,positive
i love it ,positive
product is good but no need for installation through flipcart installation person demand 700 travelling charge of around 200 its just 1520 minutes of work any local electrician can do the installation,negative
good,positive
best chimney silent working but duct pipe is not good but duct pipe i buy from market chimney is excellent ,positive
pesa vasool good item,positive
value of money very good product,positive
very nice product,positive
great product,positive
i like this this product ,positive
good ,positive
good product,positive
nice product,positive
good qwality,positive
50 smoke going outside the suction area is small for a 90cm chimney i think 60cm and 90cm both have the same width of suction area 90cm just has extra width of glass which is no use,negative
very good product,positive
nice product,positive
good chimney in this price customer service is also good but the behavior of installations person is very poor otherwise excellent chimney in this price,positive
nice product value of money,positive
product is excellent,positive
good chimney,positive
suprb product must buy,positive
gud and prompt installation by hindware,positive
nice product,positive
good,positive
very good product suction power is too good motion sensor average allover good,positive
quality wise good ,positive
awesome,positive
best product,positive
very good product,positive
good,positive
very good product,positive
its looks good,positive
good product,positive
very good job,positive
great productsuperb and cool functioning,positive
works good and best for house,positive
nice,positive
nice operation and good quality chimney,positive
completely happy with the purchase,positive
nice product for kitchen good working,positive
good product,positive
very good chimney,positive
thank you flipkart very nice product iam so happy,positive
nice,positive
product is good but installation fees and installation is not good,positive
very nice productgreat deal with flipkart,positive
intotaltion charge is so high 700other wise product is vry good,positive
satisfied,positive
very nice product on offodable price,positive
good,positive
i like this product thnk u flipkart to give me this lovely useful product ,positive
amazing product,positive
good,positive
good,positive
amazing ,positive
very good ,positive
very nice product and looks good,positive
good product,positive
good product,positive
greatgo for it,positive
nice product,positive
nice product ,positive
very poor service from flipkart and hindware even after a week it was not installed dont recommend to buy,negative
nice product,positive
very good product,positive
wonderful,positive
nice,positive
installation is timely done and the service representative guy was very helpfull and polite hassle free process ,positive
nice product,positive
excellent,positive
good product,positive
its fine,positive
very good,positive
very good product easy instalationitncost around 13k,positive
nice little bit noise tq,positive
installed by companys good engineer and working properly,positive
nice chimni,positive
perfect size and quality ,positive
nice,positive
nice,positive
the product is really nice and easy to usethe best priced product,positive
good,positive
good,positive
thats amazing ,positive
good product,positive
super,positive
good product,positive
it looks great,positive
very nice product outstanding,positive
not satisfying,negative
worst,negative
super,positive
nice product,positive
best quality of the product,positive
very nice product,positive
awesome product,positive
paisa usul satisfied,positive
very good and nice product value for money working is good ,positive
very nice product,positive
very good product,positive
good product suction power is good led light can be improved overall satisfied,positive
its a good quality product thanks to flipkart,positive
nice,positive
very noise,negative
very very very nice product,positive
superb product value for moneymoderate sound no touch motion sensor is perfect with on off speed control 1 2 3 however installation charges are on higher side,positive
owsam,positive
chimney has some oil leaks from the right side led light and oil drops from the center,negative
according to price its good,positive
installation is too easy,positive
useless product given stress to me stopped working after just 2 months not worth it at that price rangenever buyflipcart should stop selling this because i have a trust on flipcart and flipcart is a very trusted company but due to this product they are loosing a costumers,negative
supar product,positive
good work,positive
this product is very nice,positive
very well chimney i am satisfied but sound is too much,positive
perfect product,positive
super chimney,positive
good product ,positive
great value productconsidering other brands available in the market very reasonably priced and till now 1 month no issues,positive
too good,positive
nice productgoing well kitchen work,positive
very good product,positive
on time delivery and installation don before cut of time awesome product customer service super we recd good condition flipkart are doing great job for customers,positive
very beautiful pictures,positive
product is excellent,positive
best chinmay highly recommend,positive
very nice chimney just wave,positive
product is excellent and service is good ,positive
excellent ,positive
very good product,positive
flipkarts service is good and the product is definitely very good but there are a lot of problems with the installation and demo from hindwareand technician install it very poor quality,negative
excellent,positive
nice super,positive
not good in this price range,negative
when installed it is good product what it will continue time will say ,positive
after one month stopped working,negative
very good chimney loved it,positive
good,positive
best chimney for 3 to 5 burners and good range you also got touch and motion control it is filterless which is good for indian kitchens it has low sound and good suction power,positive
you need to create a space with 32in of breath to fit this chimney,positive
simply super,positive
good,positive
its a good buy,positive
good brand good product,positive
quality is not good,negative
it has cracking noisy sound,negative
good,positive
good product ,positive
good,positive
super best price good quality but duct pipes is not included,positive
so good,positive
third class chimneyplz never buy iteven no installation,positive
miid price good product,positive
very good,positive
very bad product i return but flipkart didnt dont buy it,negative
good looking product,positive
very good product,positive
dont bye this product,negative
it is good to see,positive
very good in low budget,positive
product is good in this price,positive
good productsbut pip not inbult,positive
verry good,positive
worth for money paid installation no pipe in box,negative
excellent,positive
good,positive
very poor,negative
super,positive
i liked it,positive
gud product value for money,positive
best ,positive
class product ,positive
good service and quick installation by sudishan technician,positive
good product and working fine,positive
very nice product ,positive
impressive,positive
good,positive
very nice,positive
good,positive
good,positive
good product,positive
same as in image a bit on higher side the price but all ok and satisfied would check the longevity of product after using the same,positive
very good product just go for it,positive
awesome service and worthy product,positive
very good item,positive
good,positive
good,positive
looks good and classy,positive
best service,positive
nice products this range but only chimney no pipe,negative
value for money,positive
vary good product,positive
good,positive
good nagaraju,positive
good product,positive
best quality best whirlpool service,positive
best,positive
good,positive
excellent chimney with good features and less pricepros1 auto clean and filterless technology no need to poor any hot water for cleaning2 good suction power3 good looking4 motion sensor feature is awesome gestures working pretty well5 installation material provided inside the box6 provides sufficient lighting for cooking7 less price compared to other brands with same features8 installation is done next business day and process was smoothcons1 flipkart wont p,positive
the chimney looks great and works like a charm it does have a constant whirring sound when turned on but i think all chimneys do have background noise the installation was done within a day and was very quick they charged extra for pipe and other accessories but were very professional in their work,positive
before purchasing eurodomo chimney when i go through the reviews i got some positive and some negative reviews regarding g installation and service but i decided to take this and i am really very happy as because the chimney delivered within 4 days of booking and in very next day i got the call from faber for installation and installed the chimney their technician was really very nice polite and well mannered i paid rs1200 in total rs500 for installation and rs700 for aluminium pipeone thi,positive
super good nice product auto on off chimni l like so much tis product but installation is late and pipe is low quality so l have purchase another aluminium pipe any how thanks to flipcart,positive
though the delivery was late due to delivery issue i got the best chimney the cost is ok the installation was a also a delay from faber atlast it was installed and it works very nicely the aluminium pipe was costed 1200 which felt like too much i had to make adjustments for better look of the chimney exhaust the chimney is awesome at this price good buy,positive
product is good delivered on 1st feb 21 installation done on 7st feb 21but after several times follow uppros consgood looking quality wise goodlatest technology features like autoclean gesture controlinstallation kit included otherwise you have spent around 1000 rupees extratoughened glass during installation pliar hit two times from 1 feet height but not a single scratchduring chimney search mostly people described that sounds dbs is on higher side and my opinion is also sa,positive
for this no name super company amazing brand best chimmey cool and best chimmey in low cost best product i will give promise in this product,positive
if you want to buy a chimney with a very good suction power just go for itit will perform as per your expectations pros1 all black design2 less noisy3 good suction power with 3 modes4 very bright led lights5 renowned faber productcons1 installation charges should not be there there should be free installation as other companies with same product line providing why not faber giving,positive
chimney is good as expected but installation by third party is extremely unprofessional they just come to make more money by telling many lies and dont do anything properly but as warranty will not be provided by company if you install yourself so you are forced to take installation service you have to certainly get it reinstalled by some expert afterward this is the only negative side to spoil the name of a brand like faber chimney is good with nice suction power accessories for in,negative
one of the best chimney in this price segments1auto clean2filterless3oil tree4motion senserevery facility available herei can talk about this chimney just otherwise no comments neededvery fast deliveryinstallation demo very good very fast ,positive
pros good service and installationcons didnt used the pipe and accessories which came along with itfixing agent said it is not suitable for chimneyso charged 1800 for fixation,positive
its best in class and working superbly looks are also nice doing its job well,positive
thanks to flipkart fixing done little late but okay product is very nice lookswise pretty awesome touch sensor is pretty cool ease of usage even for elderly ladies just a week after fixing im writing this review overall performance is good little noisy in hispeed mode but manageble overall 45,positive
after 6th months of use i am reviewing honesty that this product is totally worst it is beautiful to see touch hand waive technology is awesome but it is not working for which it built means suction power is very very poor,negative
chimney is really good the only issue is brand installation and demo which is chargeable and service dont expect good better you install yourself if you have drill machine and proper space already in your kitchen for chimney pipe exhaust not much difficult its quite easy or take local fitter help rest product is good in its segment not much noice packing was really good although my product stuck in transit due to lockdown but finally got it safe and working perfectly,positive
functions really very good and the features are very handy gesture control makes it easier for operating the noise level is decent and it is easier to clean the filter by ourselves the technician mr muthu from madurai helped and explained each and every feature patiently his way of approach in reaching us for installation services was very humble completely satisfied with the product and installation after using it for more than a month,positive
installation done now lets see how it worksprosa sensors are working fineb luminosity of led lights are pretty decentc glassy finish making its look like premium qualityd contains duct pipeconsa it comes with silver duct pipe if it had been aluminium then surely it will be one of the best chimney in this price rangeabout installation by technician1he was well trained2after installation he gave us proper demo how to operate and clean the chimney3 was followi,positive
using the product for past 25 months working very good till nowvery easy to operate suction power is good best suited for 34 membersit has filter less technology hence no hassle for cleaning the filtersinstallation was done by faber technician the installation process was initiated all by the technician himself big thumbs up for the smooth serviceinitially the machine was noising horribly but the technician did a great job to fix the internal motor properly now the noise lev,positive
excellent,positive
its absolutely a fantastic product i am writing this review after using it for 2 months hand gesture works simply great very less noise and exhaust tube is also good thumbs up from my side you wont find any such product in the market at this price,positive
loved it prompt service by faber installation was on time chimney is very good stylish look and powerful speed overall best deal happy to buy from flipkart,positive
superb product working well installation and demo was superbly conducted by faber team at a cost of 600,positive
product from eurodomo is good motion sensors works perfectly suction power is also decent there is some background sound when chimney is running which is unavoidable installation was fast but the installation person only did 3 holes for screw and hang the chimney he did not fix the exhaust pipe to the available ventilator also he was trying to sell another exhaust pipe and was not willing to put already available pipe in the box overall installation charges were high if compared to s,positive
bad respond,negative
its really very nice chimney in this price range i bought it from 8599 thank you flipkart,positive
product is good compared to price less noise lights are bright only problem sometime oil is coming out from the chamber as its filterless duct pipe is poor quality and no cawl cover for the item provided installation guy was goodthese chimneys of hindware faber seavy kaff are china products made in chaina after using 2 more month ill update the review againthanks,positive
chimney is not so good makes noise very bad after sale service,negative
good product,positive
read their terms and conditions carefully firstif we install chimney ourself then warrenty get null and void,positive
yery good product supper,positive
nice productno noise and smoothly working,positive
its good worth for money,positive
looking goodacceptable features worth buyonly thing is installation charges heavy,negative
best quality and looking nice same day installation provided by faber,positive
after one year usage horriblei kept this without using for 4 months after usage of 2 months total 6 months after purchase fan rotated slowly after so many calls technician changed the capacitor now it stops after few minutes of work we cant estimate when it start when it stopped after so many emails calls technician came and changed mother board the problem is still same now the technician says may be its motor complaint we will change the motor i said ok change the motor ,negative
chimney is looking great and and till now its working fine the suction power of it is also good about installation installation guys behavior was very nice and also the installation was done very quick as soon as you call the customer care and on the next day they will be there for the installation further ill update my review after using the product ,positive
its good man just go for it,positive
nice product osm to use this product,positive
good,positive
awesome product,positive
received product with no suction working after many followups for about an year got the prob fixed,negative
instead of suction it is working as a fan,positive
great one,positive
good,positive
great product works really efficiently,positive
best chimney in this range gesture controls are very smooth installation has been done on next day,positive
awsome,positive
product is supperbs quality,positive
good product in less price,positive
wery nice,positive
its not as good as expected suction power is low even on 3 ,negative
very nice,positive
product looks nice but makes a lot of noise i dont know whether all chimneys make similar kind of sound or not flipkart is really disappointed me when installation part comes,negative
very nice demo and installation by prasad by vsv enterprises very well explained his skills are so good,positive
good quality,positive
good product,positive
very bad,negative
good,positive
very good,positive
nice chimneygood service by shubham pawargood company frankie faberbest budget buy,positive
supper chimney rock looking beautiful very nice and beautiful thank you flipkart,positive
good product,positive
nice product,positive
excellent,positive
excellent product but one thing short sliver pipe not include the box but product good quality i m happy thanks filpkart one day delivered your honest to work,positive
product looks nice installation very fast installation done by aravind,positive
bit noisy but good deal in this price range,positive
deepan raj installed good and explained well,positive
very nice product suction is very good,positive
nice good chimney,positive
nice but gesture not working properly,positive
good quality product in low price range,positive
good,positive
very very grateful thanks flipkart nd selar,positive
good,positive
verry nice product and service,positive
most value for money chimney already using one for past 7 months in other floor this is my second purchase fully satisfied,positive
nice,positive
product is very good installation very quick installation person udhaya kumar is very good and he installed perfectly,positive
this chimney is very nice and great work,positive
nice product noise is high,positive
excellent,positive
very good product by faber,positive
good product in reasonable price,positive
overall its good,positive
suction is very low dont buy it,negative
good quality and installation work also good experienced technician overall goodtechnician prasad from vsv enterprises hyd,positive
initially working good,positive
nice,positive
good chimney good service from fabereurodomo also the technician comes to visit was politewell behavedexperienced thankyou faber,positive
nice product,positive
very good,positive
good chimney to buy working well at my house,positive
good,positive
absolutely brilliant ,positive
good product deliverd product in particular date and time,positive
good product,positive
nice product at this price range but noise is high,positive
not the best kitchen chimney not proper suction compar to exhaust fan i have again fitted the exhaust fan in the kitchen i am happy the exhaust fan system but kitchen chimney product only show show useless product wist of money ittem,negative
best i have found all over the internet,positive
the installation was very good and the person explained very well and very polite i really appreciate the service and thank himexcellent job,positive
very good product,positive
very nice producti love to recommend it for other buyers,positive
best in the market according to the price,positive
very nice chimney at this price i have elica at my home as well but its sensor are way better then elica,positive
highly recommended,positive
good,positive
nice happy with productbuy this,positive
good chimney silent operation installation done properly,positive
good ,positive
good qualitymid noisegreat vacuum power touch and motion sensor working good,positive
exllent for this product,positive
very good,positive
i installed this myself all screws were present pipe was present in package all you need is a drill machine thanks to the manufacturer touch and motion sensor working fine no issues one thing i noticed that the autoclean is of no use you have to clean the steel mesh and oil cup yourself whenever you feel it is necessary to clean,positive
good product,positive
its good product,positive
sound high,positive
very good installatio,positive
super,positive
quality not good once you buy you cannot return this i am really disappointed how many times i returned but they said sorry i cannot return now very very disappointed look is nice but suction power is very low according to 1200 m3,negative
good work i am totally satisfied i am so happy ,positive
good,positive
terrible customer support just dont buy this product,negative
product is awesome at this price range and specially installation person behaviour is really good and friendly thankyou faber and and thank you also flipkart,positive
quick installation happy with the service,positive
100 you can trust and take the product it is working will i been almost 1 year working well and good look rather than other costlier product this is so better,positive
installation is good but suction is not good enough as mentioned in websitesensor is good noise is lowoverall good product at this price level,positive
good as expected and installation is just good and supported for multiple calls,positive
good suction will use further as update again if needed fitting done by faber company associate and very quick in box pipe is ruthless and like thin alluminium foil wrap however i purchased additional good quality aftermarket alluminium semiflexible pipe which works well,positive
